app_id,job_id,user_id,applied_at,ai_int_start,ai_int_finish,recruiter_view,resp_time_hrs,sla_status,final_status
A-116411,J-1064,U-66411,2025-03-05 02:48:00,,,,,,Dropped During AI Interview
A-116412,J-1117,U-66412,2025-01-28 04:20:00,,,,,,Dropped During AI Interview
A-116413,J-1048,U-66413,2025-01-04 13:11:00,2025-01-04 13:27:00,2025-01-04 13:45:00,2025-01-04 16:04:12,2.32,Met,Hired
A-116414,J-1023,U-66414,2025-02-02 18:59:00,2025-02-02 19:26:00,2025-02-02 19:41:00,2025-02-02 23:19:24,3.64,Breached,Hired
A-116415,J-1082,U-66415,2025-02-04 23:58:00,2025-02-05 00:03:00,2025-02-05 00:18:00,2025-02-05 01:55:48,1.63,Met,Hired
A-116416,J-1002,U-66416,2025-01-30 09:00:00,2025-01-30 09:30:00,,,,,Dropped During AI Interview
A-116417,J-1146,U-66417,2025-01-08 01:00:00,2025-01-08 01:05:00,2025-01-08 01:23:00,2025-01-08 11:09:12,9.77,Breached,Hired
A-116418,J-1069,U-66418,2025-02-18 00:11:00,2025-02-18 00:19:00,2025-02-18 00:36:00,2025-02-18 10:33:00,9.95,Breached,Rejected
A-116419,J-1030,U-66419,2025-01-25 20:48:00,,,,,,Dropped During AI Interview
A-116420,J-1047,U-66420,2025-03-23 09:34:00,2025-03-23 09:51:00,2025-03-23 10:09:00,2025-03-23 17:31:48,7.38,Breached,Rejected
A-116421,J-1144,U-66421,2025-02-07 12:11:00,2025-02-07 12:33:00,2025-02-07 12:51:00,2025-02-07 13:55:48,1.08,Met,Hired
A-116422,J-1091,U-66422,2025-02-19 09:09:00,2025-02-19 09:16:00,2025-02-19 09:31:00,2025-02-19 14:23:12,4.87,Breached,Lost to Competitor
A-116423,J-1137,U-66423,2025-02-09 02:45:00,2025-02-09 02:52:00,2025-02-09 03:12:00,2025-02-09 09:31:12,6.32,Breached,Rejected
A-116424,J-1005,U-66424,2025-03-07 18:01:00,2025-03-07 18:25:00,2025-03-07 18:45:00,2025-03-08 00:57:36,6.21,Breached,Rejected
A-116425,J-1143,U-66425,2025-01-30 10:23:00,2025-01-30 10:46:00,2025-01-30 11:05:00,2025-01-30 16:14:00,5.15,Met,Lost to Competitor
A-116426,J-1018,U-66426,2025-02-06 12:23:00,2025-02-06 12:52:00,2025-02-06 13:11:00,2025-02-06 17:10:24,3.99,Met,Hired
A-116427,J-1035,U-66427,2025-03-03 01:59:00,2025-03-03 02:04:00,2025-03-03 02:20:00,2025-03-03 09:18:48,6.98,Met,Rejected
A-116428,J-1074,U-66428,2025-03-22 14:49:00,2025-03-22 14:56:00,2025-03-22 15:11:00,2025-03-23 00:21:48,9.18,Breached,Rejected
A-116429,J-1003,U-66429,2025-02-24 17:29:00,,,,,,Dropped During AI Interview
A-116430,J-1089,U-66430,2025-01-04 02:55:00,,,,,,Dropped During AI Interview
A-116431,J-1101,U-66431,2025-03-06 01:19:00,2025-03-06 01:32:00,2025-03-06 01:51:00,2025-03-06 10:46:12,8.92,Breached,Rejected
A-116432,J-1012,U-66432,2025-03-21 06:16:00,,,,,,Dropped During AI Interview
A-116433,J-1030,U-66433,2025-02-15 17:27:00,2025-02-15 17:50:00,2025-02-15 18:07:00,2025-02-15 23:52:00,5.75,Breached,Rejected
A-116434,J-1140,U-66434,2025-02-16 16:49:00,2025-02-16 17:04:00,2025-02-16 17:22:00,2025-02-17 00:37:36,7.26,Met,Hired
A-116435,J-1148,U-66435,2025-01-03 06:11:00,2025-01-03 06:25:00,2025-01-03 06:41:00,2025-01-03 10:45:48,4.08,Met,Rejected
A-116436,J-1065,U-66436,2025-01-09 23:06:00,2025-01-09 23:21:00,2025-01-09 23:41:00,2025-01-10 02:09:48,2.48,Met,Hired
A-116437,J-1085,U-66437,2025-01-20 11:27:00,2025-01-20 11:32:00,2025-01-20 11:50:00,2025-01-20 15:47:00,3.95,Breached,Hired
A-116438,J-1062,U-66438,2025-02-11 00:37:00,2025-02-11 00:57:00,2025-02-11 01:16:00,2025-02-11 03:23:48,2.13,Met,Hired
A-116439,J-1120,U-66439,2025-03-21 08:48:00,2025-03-21 09:04:00,,,,,Dropped During AI Interview
A-116440,J-1004,U-66440,2025-03-25 22:01:00,2025-03-25 22:19:00,2025-03-25 22:36:00,2025-03-26 07:00:00,8.4,Breached,Rejected
A-116441,J-1074,U-66441,2025-02-07 03:45:00,2025-02-07 03:59:00,2025-02-07 04:18:00,2025-02-07 07:46:12,3.47,Met,Hired
A-116442,J-1128,U-66442,2025-02-18 01:22:00,2025-02-18 01:49:00,2025-02-18 02:08:00,2025-02-18 10:46:24,8.64,Breached,Lost to Competitor
A-116443,J-1128,U-66443,2025-03-22 10:04:00,2025-03-22 10:14:00,2025-03-22 10:30:00,2025-03-22 19:05:24,8.59,Breached,Lost to Competitor
A-116444,J-1027,U-66444,2025-03-31 17:01:00,2025-03-31 17:18:00,2025-03-31 17:36:00,2025-04-01 01:12:00,7.6,Breached,Lost to Competitor
A-116445,J-1041,U-66445,2025-02-03 03:46:00,2025-02-03 04:03:00,2025-02-03 04:21:00,2025-02-03 12:40:48,8.33,Breached,Hired
A-116446,J-1016,U-66446,2025-01-14 10:23:00,2025-01-14 10:41:00,2025-01-14 10:58:00,2025-01-14 19:29:48,8.53,Breached,Lost to Competitor
A-116447,J-1097,U-66447,2025-01-14 12:50:00,2025-01-14 13:14:00,2025-01-14 13:33:00,2025-01-14 23:31:12,9.97,Breached,Rejected
A-116448,J-1033,U-66448,2025-02-19 14:52:00,2025-02-19 15:01:00,2025-02-19 15:19:00,2025-02-19 19:47:12,4.47,Breached,Rejected
A-116449,J-1105,U-66449,2025-01-22 22:52:00,2025-01-22 23:17:00,2025-01-22 23:35:00,2025-01-23 08:53:36,9.31,Breached,Rejected
A-116450,J-1017,U-66450,2025-01-27 07:39:00,2025-01-27 07:54:00,2025-01-27 08:10:00,2025-01-27 12:07:00,3.95,Breached,Rejected
A-116451,J-1087,U-66451,2025-01-21 11:31:00,2025-01-21 11:45:00,2025-01-21 12:01:00,2025-01-21 13:36:24,1.59,Met,Hired
A-116452,J-1094,U-66452,2025-02-10 08:05:00,2025-02-10 08:26:00,2025-02-10 08:42:00,2025-02-10 15:28:12,6.77,Breached,Rejected
A-116453,J-1128,U-66453,2025-03-18 13:29:00,2025-03-18 13:57:00,2025-03-18 14:17:00,2025-03-18 18:12:12,3.92,Met,Rejected
A-116454,J-1125,U-66454,2025-03-23 02:58:00,2025-03-23 03:03:00,2025-03-23 03:19:00,2025-03-23 09:42:24,6.39,Breached,Rejected
A-116455,J-1107,U-66455,2025-02-04 03:55:00,2025-02-04 04:13:00,2025-02-04 04:32:00,2025-02-04 09:29:00,4.95,Met,Rejected
A-116456,J-1004,U-66456,2025-01-13 11:01:00,2025-01-13 11:31:00,2025-01-13 11:46:00,2025-01-13 18:40:00,6.9,Breached,Rejected
A-116457,J-1110,U-66457,2025-03-22 05:59:00,2025-03-22 06:18:00,2025-03-22 06:38:00,2025-03-22 10:51:48,4.23,Breached,Hired
A-116458,J-1075,U-66458,2025-03-23 19:40:00,2025-03-23 20:04:00,2025-03-23 20:22:00,2025-03-24 05:55:00,9.55,Breached,Rejected
A-116459,J-1138,U-66459,2025-01-19 13:44:00,2025-01-19 13:54:00,2025-01-19 14:13:00,2025-01-19 15:44:48,1.53,Met,Hired
A-116460,J-1134,U-66460,2025-03-13 20:59:00,2025-03-13 21:05:00,2025-03-13 21:24:00,2025-03-13 23:09:36,1.76,Met,Lost to Competitor
A-116461,J-1025,U-66461,2025-02-13 16:52:00,2025-02-13 17:04:00,2025-02-13 17:24:00,2025-02-13 23:45:00,6.35,Breached,Hired
A-116462,J-1041,U-66462,2025-02-25 07:54:00,,,,,,Dropped During AI Interview
A-116463,J-1056,U-66463,2025-03-02 03:38:00,,,,,,Dropped During AI Interview
A-116464,J-1083,U-66464,2025-02-25 01:00:00,2025-02-25 01:18:00,2025-02-25 01:34:00,2025-02-25 11:10:00,9.6,Breached,Rejected
A-116465,J-1121,U-66465,2025-01-04 12:26:00,2025-01-04 12:51:00,2025-01-04 13:09:00,2025-01-04 19:46:12,6.62,Met,Lost to Competitor
A-116466,J-1120,U-66466,2025-01-05 07:32:00,2025-01-05 08:01:00,2025-01-05 08:21:00,2025-01-05 10:50:24,2.49,Met,Hired
A-116467,J-1048,U-66467,2025-01-21 14:04:00,,,,,,Dropped During AI Interview
A-116468,J-1137,U-66468,2025-01-31 02:38:00,2025-01-31 02:51:00,2025-01-31 03:07:00,2025-01-31 11:05:12,7.97,Breached,Rejected
A-116469,J-1113,U-66469,2025-01-21 05:34:00,2025-01-21 05:58:00,2025-01-21 06:13:00,2025-01-21 12:53:12,6.67,Met,Rejected
A-116470,J-1105,U-66470,2025-01-17 23:43:00,2025-01-17 23:56:00,2025-01-18 00:16:00,2025-01-18 03:06:24,2.84,Met,Hired
A-116471,J-1064,U-66471,2025-02-08 02:54:00,2025-02-08 03:21:00,2025-02-08 03:41:00,2025-02-08 13:16:24,9.59,Breached,Rejected
A-116472,J-1001,U-66472,2025-03-17 08:06:00,2025-03-17 08:36:00,2025-03-17 08:51:00,2025-03-17 09:57:00,1.1,Met,Hired
A-116473,J-1076,U-66473,2025-01-27 14:02:00,,,,,,Dropped During AI Interview
A-116474,J-1113,U-66474,2025-02-08 20:12:00,2025-02-08 20:27:00,2025-02-08 20:44:00,2025-02-08 23:38:00,2.9,Met,Lost to Competitor
A-116475,J-1112,U-66475,2025-01-24 04:36:00,2025-01-24 04:45:00,2025-01-24 05:01:00,2025-01-24 10:55:00,5.9,Breached,Hired
A-116476,J-1091,U-66476,2025-03-29 12:54:00,2025-03-29 12:59:00,2025-03-29 13:14:00,2025-03-29 15:17:36,2.06,Met,Hired
A-116477,J-1085,U-66477,2025-02-27 06:04:00,2025-02-27 06:20:00,2025-02-27 06:36:00,2025-02-27 14:49:12,8.22,Breached,Rejected
A-116478,J-1076,U-66478,2025-03-06 11:06:00,2025-03-06 11:13:00,2025-03-06 11:29:00,2025-03-06 21:14:00,9.75,Breached,Lost to Competitor
A-116479,J-1096,U-66479,2025-02-22 23:43:00,2025-02-22 23:59:00,,,,,Dropped During AI Interview
A-116480,J-1028,U-66480,2025-02-20 07:05:00,2025-02-20 07:17:00,2025-02-20 07:37:00,2025-02-20 13:31:36,5.91,Met,Rejected
A-116481,J-1102,U-66481,2025-02-27 00:53:00,2025-02-27 01:11:00,2025-02-27 01:30:00,2025-02-27 07:07:48,5.63,Met,Rejected
A-116482,J-1021,U-66482,2025-01-05 00:41:00,2025-01-05 00:54:00,2025-01-05 01:10:00,2025-01-05 06:08:48,4.98,Met,Rejected
A-116483,J-1126,U-66483,2025-03-08 10:44:00,2025-03-08 10:56:00,2025-03-08 11:16:00,2025-03-08 13:51:24,2.59,Met,Hired
A-116484,J-1079,U-66484,2025-03-14 00:50:00,2025-03-14 01:13:00,2025-03-14 01:29:00,2025-03-14 04:09:48,2.68,Met,Hired
A-116485,J-1066,U-66485,2025-03-25 14:14:00,2025-03-25 14:40:00,2025-03-25 14:58:00,2025-03-25 21:46:36,6.81,Breached,Rejected
A-116486,J-1047,U-66486,2025-01-21 15:27:00,2025-01-21 15:47:00,2025-01-21 16:04:00,2025-01-21 16:50:48,0.78,Met,Hired
A-116487,J-1139,U-66487,2025-01-25 09:07:00,2025-01-25 09:13:00,2025-01-25 09:33:00,2025-01-25 17:57:00,8.4,Breached,Rejected
A-116488,J-1023,U-66488,2025-02-28 00:52:00,2025-02-28 01:22:00,2025-02-28 01:37:00,2025-02-28 08:23:48,6.78,Breached,Rejected
A-116489,J-1042,U-66489,2025-01-25 02:50:00,2025-01-25 02:55:00,2025-01-25 03:11:00,2025-01-25 10:49:24,7.64,Breached,Rejected
A-116490,J-1007,U-66490,2025-03-26 22:56:00,2025-03-26 23:04:00,2025-03-26 23:24:00,2025-03-27 04:46:48,5.38,Breached,Hired
A-116491,J-1142,U-66491,2025-03-09 18:55:00,2025-03-09 19:06:00,2025-03-09 19:21:00,2025-03-10 04:35:24,9.24,Breached,Rejected
A-116492,J-1090,U-66492,2025-03-02 13:44:00,2025-03-02 14:12:00,2025-03-02 14:29:00,2025-03-02 18:40:24,4.19,Met,Hired
A-116493,J-1128,U-66493,2025-03-28 05:29:00,2025-03-28 05:47:00,2025-03-28 06:06:00,2025-03-28 09:54:00,3.8,Met,Hired
A-116494,J-1109,U-66494,2025-03-15 15:39:00,2025-03-15 16:08:00,2025-03-15 16:27:00,2025-03-15 23:22:48,6.93,Breached,Rejected
A-116495,J-1058,U-66495,2025-03-23 13:54:00,2025-03-23 14:16:00,2025-03-23 14:34:00,2025-03-24 00:00:24,9.44,Breached,Rejected
A-116496,J-1108,U-66496,2025-03-20 17:14:00,2025-03-20 17:41:00,2025-03-20 18:00:00,2025-03-20 19:35:24,1.59,Met,Lost to Competitor
A-116497,J-1009,U-66497,2025-01-15 04:20:00,2025-01-15 04:28:00,2025-01-15 04:48:00,2025-01-15 13:27:00,8.65,Breached,Rejected
A-116498,J-1069,U-66498,2025-02-02 01:04:00,2025-02-02 01:31:00,2025-02-02 01:46:00,2025-02-02 06:24:24,4.64,Breached,Lost to Competitor
A-116499,J-1021,U-66499,2025-01-04 10:56:00,2025-01-04 11:14:00,,,,,Dropped During AI Interview
A-116500,J-1101,U-66500,2025-01-05 07:09:00,2025-01-05 07:23:00,2025-01-05 07:42:00,2025-01-05 09:53:24,2.19,Met,Lost to Competitor
A-116501,J-1053,U-66501,2025-03-16 10:30:00,2025-03-16 10:45:00,2025-03-16 11:04:00,2025-03-16 13:11:48,2.13,Met,Hired
A-116502,J-1131,U-66502,2025-01-28 10:11:00,2025-01-28 10:33:00,2025-01-28 10:51:00,2025-01-28 16:09:36,5.31,Met,Hired
A-116503,J-1077,U-66503,2025-03-22 09:51:00,2025-03-22 10:10:00,2025-03-22 10:29:00,2025-03-22 19:57:48,9.48,Breached,Hired
A-116504,J-1059,U-66504,2025-03-13 00:11:00,2025-03-13 00:20:00,2025-03-13 00:36:00,2025-03-13 06:42:36,6.11,Breached,Rejected
A-116505,J-1013,U-66505,2025-02-09 12:08:00,2025-02-09 12:36:00,2025-02-09 12:53:00,2025-02-09 19:18:12,6.42,Met,Rejected
A-116506,J-1131,U-66506,2025-01-25 07:00:00,2025-01-25 07:13:00,2025-01-25 07:32:00,2025-01-25 14:53:00,7.35,Breached,Rejected
A-116507,J-1067,U-66507,2025-01-02 20:34:00,2025-01-02 20:41:00,2025-01-02 21:00:00,2025-01-02 22:31:48,1.53,Met,Hired
A-116508,J-1081,U-66508,2025-01-16 18:47:00,2025-01-16 19:13:00,2025-01-16 19:28:00,2025-01-17 04:13:00,8.75,Breached,Rejected
A-116509,J-1124,U-66509,2025-03-04 13:01:00,2025-03-04 13:29:00,2025-03-04 13:45:00,2025-03-04 19:01:48,5.28,Breached,Rejected
A-116510,J-1146,U-66510,2025-02-07 08:38:00,2025-02-07 08:44:00,2025-02-07 09:01:00,2025-02-07 13:35:48,4.58,Breached,Hired
A-116511,J-1054,U-66511,2025-03-29 19:59:00,2025-03-29 20:23:00,2025-03-29 20:40:00,2025-03-30 05:20:48,8.68,Breached,Rejected
A-116512,J-1032,U-66512,2025-02-28 13:01:00,2025-02-28 13:10:00,2025-02-28 13:30:00,2025-02-28 18:36:36,5.11,Breached,Rejected
A-116513,J-1084,U-66513,2025-01-29 19:37:00,2025-01-29 20:00:00,2025-01-29 20:15:00,2025-01-29 23:19:48,3.08,Breached,Rejected
A-116514,J-1126,U-66514,2025-01-16 22:34:00,2025-01-16 22:45:00,2025-01-16 23:05:00,2025-01-17 05:06:48,6.03,Breached,Rejected
A-116515,J-1107,U-66515,2025-03-21 19:28:00,2025-03-21 19:40:00,2025-03-21 20:00:00,2025-03-21 20:34:12,0.57,Met,Lost to Competitor
A-116516,J-1123,U-66516,2025-03-21 02:50:00,2025-03-21 03:20:00,2025-03-21 03:37:00,2025-03-21 06:59:48,3.38,Breached,Rejected
A-116517,J-1104,U-66517,2025-02-25 04:14:00,2025-02-25 04:31:00,2025-02-25 04:47:00,2025-02-25 07:09:48,2.38,Met,Hired
A-116518,J-1111,U-66518,2025-01-27 23:35:00,2025-01-27 23:55:00,2025-01-28 00:10:00,2025-01-28 04:04:00,3.9,Breached,Lost to Competitor
A-116519,J-1061,U-66519,2025-03-12 03:00:00,2025-03-12 03:30:00,2025-03-12 03:49:00,2025-03-12 09:29:48,5.68,Breached,Hired
A-116520,J-1118,U-66520,2025-03-17 04:33:00,2025-03-17 05:03:00,2025-03-17 05:20:00,2025-03-17 06:06:12,0.77,Met,Rejected
A-116521,J-1011,U-66521,2025-02-07 19:06:00,2025-02-07 19:31:00,,,,,Dropped During AI Interview
A-116522,J-1140,U-66522,2025-02-16 15:51:00,2025-02-16 16:14:00,2025-02-16 16:32:00,2025-02-16 19:03:12,2.52,Met,Hired
A-116523,J-1131,U-66523,2025-01-29 01:12:00,2025-01-29 01:17:00,2025-01-29 01:36:00,2025-01-29 04:30:36,2.91,Met,Rejected
A-116524,J-1114,U-66524,2025-02-17 17:09:00,2025-02-17 17:21:00,2025-02-17 17:41:00,2025-02-18 02:35:36,8.91,Breached,Rejected
A-116525,J-1031,U-66525,2025-02-17 09:31:00,2025-02-17 09:44:00,2025-02-17 10:04:00,2025-02-17 18:02:12,7.97,Breached,Rejected
A-116526,J-1138,U-66526,2025-03-24 22:46:00,2025-03-24 23:12:00,2025-03-24 23:28:00,2025-03-25 00:41:48,1.23,Met,Hired
A-116527,J-1108,U-66527,2025-03-09 14:51:00,2025-03-09 15:09:00,2025-03-09 15:25:00,2025-03-09 23:22:36,7.96,Met,Hired
A-116528,J-1149,U-66528,2025-02-20 19:13:00,2025-02-20 19:21:00,2025-02-20 19:38:00,2025-02-20 22:08:00,2.5,Met,Rejected
A-116529,J-1003,U-66529,2025-01-20 13:38:00,2025-01-20 13:47:00,2025-01-20 14:03:00,2025-01-20 15:46:12,1.72,Met,Hired
A-116530,J-1101,U-66530,2025-01-23 15:20:00,2025-01-23 15:42:00,,,,,Dropped During AI Interview
A-116531,J-1130,U-66531,2025-03-02 10:45:00,2025-03-02 11:06:00,2025-03-02 11:26:00,2025-03-02 20:02:00,8.6,Breached,Rejected
A-116532,J-1045,U-66532,2025-03-10 15:03:00,2025-03-10 15:16:00,,,,,Dropped During AI Interview
A-116533,J-1049,U-66533,2025-01-26 08:49:00,2025-01-26 09:08:00,2025-01-26 09:25:00,2025-01-26 18:23:48,8.98,Breached,Lost to Competitor
A-116534,J-1124,U-66534,2025-02-11 19:17:00,2025-02-11 19:42:00,2025-02-11 20:02:00,2025-02-11 22:15:12,2.22,Met,Rejected
A-116535,J-1101,U-66535,2025-02-01 18:46:00,2025-02-01 19:14:00,2025-02-01 19:33:00,2025-02-01 23:42:36,4.16,Breached,Rejected
A-116536,J-1134,U-66536,2025-01-03 20:33:00,2025-01-03 20:44:00,2025-01-03 21:01:00,2025-01-03 23:17:12,2.27,Met,Hired
A-116537,J-1044,U-66537,2025-03-02 21:32:00,2025-03-02 21:59:00,2025-03-02 22:16:00,2025-03-03 00:22:00,2.1,Met,Hired
A-116538,J-1002,U-66538,2025-03-08 23:13:00,2025-03-08 23:29:00,2025-03-08 23:46:00,2025-03-09 08:31:36,8.76,Breached,Rejected
A-116539,J-1031,U-66539,2025-03-30 08:19:00,2025-03-30 08:25:00,2025-03-30 08:44:00,2025-03-30 18:28:24,9.74,Breached,Rejected
A-116540,J-1055,U-66540,2025-03-27 21:26:00,2025-03-27 21:55:00,2025-03-27 22:11:00,2025-03-27 23:24:12,1.22,Met,Lost to Competitor
A-116541,J-1149,U-66541,2025-02-14 05:42:00,2025-02-14 05:47:00,2025-02-14 06:05:00,2025-02-14 15:21:12,9.27,Breached,Rejected
A-116542,J-1035,U-66542,2025-03-25 05:45:00,2025-03-25 06:11:00,2025-03-25 06:30:00,2025-03-25 14:54:36,8.41,Breached,Rejected
A-116543,J-1071,U-66543,2025-01-10 11:19:00,2025-01-10 11:49:00,2025-01-10 12:06:00,2025-01-10 16:00:36,3.91,Met,Rejected
A-116544,J-1001,U-66544,2025-01-24 02:55:00,2025-01-24 03:15:00,2025-01-24 03:31:00,2025-01-24 07:24:24,3.89,Breached,Rejected
A-116545,J-1024,U-66545,2025-02-16 03:52:00,2025-02-16 03:57:00,2025-02-16 04:12:00,2025-02-16 11:45:36,7.56,Breached,Rejected
A-116546,J-1106,U-66546,2025-01-06 14:52:00,2025-01-06 15:11:00,2025-01-06 15:26:00,2025-01-06 18:09:12,2.72,Met,Hired
A-116547,J-1125,U-66547,2025-02-20 18:46:00,2025-02-20 18:56:00,2025-02-20 19:12:00,2025-02-21 04:12:00,9.0,Breached,Rejected
A-116548,J-1099,U-66548,2025-02-27 16:49:00,2025-02-27 17:00:00,2025-02-27 17:17:00,2025-02-28 03:00:48,9.73,Breached,Rejected
A-116549,J-1139,U-66549,2025-01-31 03:10:00,2025-01-31 03:19:00,2025-01-31 03:38:00,2025-01-31 13:17:00,9.65,Breached,Rejected
A-116550,J-1073,U-66550,2025-03-02 00:55:00,2025-03-02 01:12:00,2025-03-02 01:28:00,2025-03-02 01:58:36,0.51,Met,Hired
A-116551,J-1031,U-66551,2025-02-14 13:50:00,2025-02-14 14:14:00,2025-02-14 14:34:00,2025-02-14 17:43:00,3.15,Met,Hired
A-116552,J-1119,U-66552,2025-01-07 07:21:00,2025-01-07 07:31:00,,,,,Dropped During AI Interview
A-116553,J-1139,U-66553,2025-03-05 04:06:00,2025-03-05 04:21:00,2025-03-05 04:39:00,2025-03-05 11:16:12,6.62,Breached,Rejected
A-116554,J-1011,U-66554,2025-03-12 06:29:00,2025-03-12 06:57:00,2025-03-12 07:13:00,2025-03-12 08:19:36,1.11,Met,Hired
A-116555,J-1109,U-66555,2025-02-06 03:35:00,,,,,,Dropped During AI Interview
A-116556,J-1092,U-66556,2025-01-10 04:21:00,2025-01-10 04:43:00,2025-01-10 04:58:00,2025-01-10 13:14:48,8.28,Breached,Rejected
A-116557,J-1045,U-66557,2025-02-27 06:26:00,2025-02-27 06:40:00,2025-02-27 06:58:00,2025-02-27 14:36:24,7.64,Breached,Hired
A-116558,J-1087,U-66558,2025-02-19 20:26:00,2025-02-19 20:41:00,2025-02-19 20:56:00,2025-02-20 01:36:12,4.67,Met,Rejected
A-116559,J-1019,U-66559,2025-03-01 17:24:00,2025-03-01 17:36:00,2025-03-01 17:56:00,2025-03-02 01:01:24,7.09,Breached,Rejected
A-116560,J-1072,U-66560,2025-01-19 09:03:00,,,,,,Dropped During AI Interview
A-116561,J-1051,U-66561,2025-01-15 20:26:00,2025-01-15 20:49:00,2025-01-15 21:07:00,2025-01-16 03:38:12,6.52,Met,Rejected
A-116562,J-1122,U-66562,2025-01-09 10:23:00,2025-01-09 10:50:00,2025-01-09 11:07:00,2025-01-09 12:14:12,1.12,Met,Hired
A-116563,J-1077,U-66563,2025-01-02 06:14:00,2025-01-02 06:40:00,2025-01-02 06:59:00,2025-01-02 15:03:12,8.07,Breached,Rejected
A-116564,J-1119,U-66564,2025-01-18 23:06:00,2025-01-18 23:26:00,2025-01-18 23:42:00,2025-01-19 01:41:24,1.99,Met,Lost to Competitor
A-116565,J-1113,U-66565,2025-01-23 17:01:00,2025-01-23 17:12:00,2025-01-23 17:30:00,2025-01-23 19:54:36,2.41,Met,Hired
A-116566,J-1043,U-66566,2025-02-05 01:37:00,2025-02-05 01:56:00,2025-02-05 02:14:00,2025-02-05 03:42:48,1.48,Met,Rejected
A-116567,J-1029,U-66567,2025-03-22 11:49:00,2025-03-22 12:17:00,2025-03-22 12:32:00,2025-03-22 19:53:36,7.36,Breached,Lost to Competitor
A-116568,J-1102,U-66568,2025-03-31 21:14:00,2025-03-31 21:23:00,2025-03-31 21:40:00,2025-04-01 04:58:36,7.31,Breached,Rejected
A-116569,J-1079,U-66569,2025-02-24 21:54:00,2025-02-24 22:09:00,,,,,Dropped During AI Interview
A-116570,J-1126,U-66570,2025-01-08 04:45:00,2025-01-08 05:11:00,2025-01-08 05:26:00,2025-01-08 15:17:00,9.85,Breached,Rejected
A-116571,J-1075,U-66571,2025-03-21 23:26:00,2025-03-21 23:49:00,2025-03-22 00:04:00,2025-03-22 02:37:36,2.56,Met,Hired
A-116572,J-1037,U-66572,2025-02-16 02:34:00,2025-02-16 02:43:00,2025-02-16 03:03:00,2025-02-16 09:42:00,6.65,Breached,Rejected
A-116573,J-1129,U-66573,2025-01-28 05:37:00,2025-01-28 05:49:00,2025-01-28 06:05:00,2025-01-28 08:17:36,2.21,Met,Rejected
A-116574,J-1083,U-66574,2025-03-28 02:23:00,2025-03-28 02:30:00,2025-03-28 02:50:00,2025-03-28 06:25:24,3.59,Breached,Rejected
A-116575,J-1093,U-66575,2025-01-20 14:58:00,2025-01-20 15:22:00,2025-01-20 15:38:00,2025-01-20 18:39:12,3.02,Met,Hired
A-116576,J-1103,U-66576,2025-03-17 22:43:00,,,,,,Dropped During AI Interview
A-116577,J-1133,U-66577,2025-03-15 23:09:00,2025-03-15 23:28:00,2025-03-15 23:47:00,2025-03-16 02:19:24,2.54,Met,Rejected
A-116578,J-1118,U-66578,2025-03-15 20:14:00,2025-03-15 20:37:00,2025-03-15 20:53:00,2025-03-16 02:51:12,5.97,Breached,Rejected
A-116579,J-1131,U-66579,2025-02-13 14:41:00,,,,,,Dropped During AI Interview
A-116580,J-1141,U-66580,2025-01-04 23:16:00,2025-01-04 23:39:00,2025-01-04 23:55:00,2025-01-05 04:50:48,4.93,Met,Rejected
A-116581,J-1110,U-66581,2025-03-13 13:24:00,2025-03-13 13:45:00,2025-03-13 14:00:00,2025-03-13 17:16:12,3.27,Breached,Rejected
A-116582,J-1116,U-66582,2025-02-25 08:53:00,2025-02-25 09:10:00,2025-02-25 09:28:00,2025-02-25 18:23:48,8.93,Breached,Hired
A-116583,J-1014,U-66583,2025-03-22 14:24:00,2025-03-22 14:42:00,2025-03-22 14:59:00,2025-03-22 20:04:24,5.09,Breached,Rejected
A-116584,J-1045,U-66584,2025-01-28 08:29:00,2025-01-28 08:59:00,2025-01-28 09:15:00,2025-01-28 18:03:00,8.8,Breached,Rejected
A-116585,J-1115,U-66585,2025-01-30 03:52:00,2025-01-30 04:20:00,2025-01-30 04:37:00,2025-01-30 10:45:24,6.14,Breached,Rejected
A-116586,J-1031,U-66586,2025-02-18 11:44:00,2025-02-18 12:00:00,2025-02-18 12:15:00,2025-02-18 13:31:48,1.28,Met,Rejected
A-116587,J-1141,U-66587,2025-01-23 12:36:00,2025-01-23 12:42:00,2025-01-23 13:00:00,2025-01-23 17:44:24,4.74,Met,Rejected
A-116588,J-1112,U-66588,2025-02-15 03:17:00,2025-02-15 03:46:00,2025-02-15 04:05:00,2025-02-15 11:00:48,6.93,Breached,Rejected
A-116589,J-1150,U-66589,2025-01-17 21:46:00,2025-01-17 22:02:00,2025-01-17 22:19:00,2025-01-17 23:16:36,0.96,Met,Hired
A-116590,J-1122,U-66590,2025-03-28 06:37:00,2025-03-28 06:46:00,2025-03-28 07:06:00,2025-03-28 12:48:00,5.7,Met,Hired
A-116591,J-1119,U-66591,2025-01-14 02:14:00,2025-01-14 02:21:00,2025-01-14 02:37:00,2025-01-14 10:40:00,8.05,Breached,Rejected
A-116592,J-1039,U-66592,2025-03-26 08:11:00,2025-03-26 08:32:00,2025-03-26 08:48:00,2025-03-26 11:02:24,2.24,Met,Hired
A-116593,J-1140,U-66593,2025-03-05 04:11:00,2025-03-05 04:16:00,,,,,Dropped During AI Interview
A-116594,J-1117,U-66594,2025-03-05 11:21:00,2025-03-05 11:41:00,2025-03-05 12:01:00,2025-03-05 19:45:24,7.74,Met,Lost to Competitor
