app_id,ai_goodness_score,match_reason,human_rating,is_false_positive
A-114791,45,SQL Skills,3,0
A-114794,30,Experience Match,3,0
A-114796,35,Communication,4,0
A-114797,82,Experience Match,10,0
A-114798,97,Experience Match,10,0
A-114799,45,Tech Stack Match,3,0
A-114800,60,SQL Skills,5,0
A-114801,70,Communication,5,0
A-114802,99,Tech Stack Match,7,0
A-114803,51,SQL Skills,5,0
A-114804,79,Communication,5,0
A-114805,87,Experience Match,10,0
A-114807,37,Tech Stack Match,4,0
A-114808,100,Experience Match,9,0
A-114809,64,Tech Stack Match,7,0
A-114810,65,SQL Skills,5,0
A-114811,55,Communication,5,0
A-114812,92,SQL Skills,7,0
A-114813,92,SQL Skills,7,0
A-114814,52,SQL Skills,4,0
A-114815,38,Communication,1,0
A-114816,39,Communication,2,0
A-114817,97,Communication,10,0
A-114818,77,SQL Skills,6,0
A-114819,69,SQL Skills,8,0
A-114820,99,Communication,10,0
A-114821,92,Experience Match,7,0
A-114822,48,Experience Match,6,0
A-114823,66,Tech Stack Match,7,0
A-114824,54,Tech Stack Match,7,0
A-114825,56,SQL Skills,6,0
A-114827,84,Communication,6,0
A-114828,77,Experience Match,7,0
A-114829,31,Communication,3,0
A-114830,64,SQL Skills,7,0
A-114831,77,Experience Match,9,0
A-114832,53,Experience Match,7,0
A-114833,72,SQL Skills,8,0
A-114834,30,Communication,1,0
A-114835,31,Tech Stack Match,5,0
A-114836,67,Communication,5,0
A-114837,80,SQL Skills,10,0
A-114838,91,Experience Match,8,0
A-114840,92,SQL Skills,8,0
A-114841,57,Tech Stack Match,3,0
A-114843,32,Tech Stack Match,2,0
A-114844,83,SQL Skills,9,0
A-114845,80,Tech Stack Match,9,0
A-114846,61,Experience Match,8,0
A-114847,97,Communication,9,0
A-114848,47,Communication,2,0
A-114849,75,Experience Match,8,0
A-114850,39,Experience Match,5,0
A-114851,43,SQL Skills,6,0
A-114853,78,SQL Skills,5,0
A-114854,82,Tech Stack Match,6,0
A-114855,87,Communication,7,0
A-114856,91,Tech Stack Match,10,0
A-114857,93,SQL Skills,10,0
A-114859,89,SQL Skills,6,0
A-114860,52,Experience Match,4,0
A-114861,84,Communication,10,0
A-114862,36,Communication,3,0
A-114863,54,SQL Skills,6,0
A-114866,67,Communication,6,0
A-114867,40,SQL Skills,5,0
A-114868,68,Communication,5,0
A-114869,98,Experience Match,9,0
A-114870,69,Experience Match,4,0
A-114871,89,Experience Match,10,0
A-114873,30,SQL Skills,2,0
A-114874,93,SQL Skills,10,0
A-114875,67,Communication,4,0
A-114877,57,Experience Match,7,0
A-114878,82,SQL Skills,8,0
A-114879,59,SQL Skills,3,0
A-114880,81,Tech Stack Match,6,0
A-114882,73,SQL Skills,9,0
A-114885,76,Experience Match,8,0
A-114886,59,Experience Match,5,0
A-114887,82,Communication,9,0
A-114888,74,Communication,9,0
A-114889,63,Tech Stack Match,8,0
A-114890,49,SQL Skills,6,0
A-114891,98,Experience Match,9,0
A-114893,39,Tech Stack Match,2,0
A-114894,38,Communication,1,0
A-114896,99,Tech Stack Match,9,0
A-114897,34,Tech Stack Match,1,0
A-114898,92,SQL Skills,7,0
A-114899,85,Communication,7,0
A-114900,51,Experience Match,7,0
A-114902,33,Tech Stack Match,4,0
A-114904,44,SQL Skills,4,0
A-114905,37,Communication,1,0
A-114906,44,SQL Skills,5,0
A-114907,60,SQL Skills,6,0
A-114909,89,SQL Skills,9,0
A-114911,45,Experience Match,2,0
A-114912,54,SQL Skills,6,0
A-114913,89,SQL Skills,6,0
A-114914,93,SQL Skills,8,0
A-114915,67,Communication,4,0
A-114917,55,Experience Match,4,0
A-114918,60,SQL Skills,7,0
A-114919,43,SQL Skills,2,0
A-114920,35,Tech Stack Match,3,0
A-114921,41,SQL Skills,4,0
A-114922,53,Communication,6,0
A-114923,89,Experience Match,7,0
A-114924,92,Experience Match,9,0
A-114925,52,Communication,6,0
A-114927,52,Experience Match,3,0
A-114928,96,Communication,8,0
A-114929,63,Experience Match,4,0
A-114931,64,SQL Skills,5,0
A-114932,82,Communication,9,0
A-114933,98,Communication,8,0
A-114934,76,Communication,8,0
A-114935,90,Tech Stack Match,7,0
A-114937,80,SQL Skills,6,0
A-114938,99,Experience Match,10,0
A-114939,65,Experience Match,8,0
A-114940,86,Experience Match,7,0
A-114941,62,Experience Match,5,0
A-114942,79,SQL Skills,9,0
A-114943,34,SQL Skills,5,0
A-114944,44,Communication,2,0
A-114945,69,Tech Stack Match,4,0
A-114946,43,Tech Stack Match,6,0
A-114947,54,Tech Stack Match,7,0
A-114948,34,Experience Match,1,0
A-114949,37,Tech Stack Match,3,0
A-114950,67,Experience Match,7,0
A-114951,61,Experience Match,6,0
A-114952,62,Communication,4,0
A-114953,95,Experience Match,9,0
A-114954,31,SQL Skills,3,0
A-114955,45,Tech Stack Match,4,0
A-114956,46,SQL Skills,6,0
A-114958,85,Tech Stack Match,6,0
A-114959,92,Tech Stack Match,8,0
A-114960,35,Communication,1,0
A-114961,67,Experience Match,6,0
A-114963,93,Communication,7,0
A-114964,76,Experience Match,7,0
A-114965,94,Experience Match,10,0
A-114967,64,SQL Skills,8,0
A-114968,88,Communication,6,0
A-114970,72,Communication,6,0
A-114971,52,Experience Match,4,0
A-114972,82,SQL Skills,7,0
A-114973,81,SQL Skills,9,0
A-114974,74,Experience Match,7,0
A-114975,61,Tech Stack Match,4,0
A-114977,77,Communication,9,0
A-114978,42,Tech Stack Match,4,0
A-114980,47,Communication,6,0
A-114981,80,Tech Stack Match,10,0
A-114982,30,Experience Match,4,0
A-114983,84,Experience Match,9,0
A-114985,64,SQL Skills,7,0
A-114986,52,SQL Skills,3,0
A-114987,99,Tech Stack Match,8,0
A-114988,45,Experience Match,5,0
A-114989,68,Tech Stack Match,5,0
A-114990,92,Tech Stack Match,10,0
A-114993,31,Experience Match,4,0
A-114994,94,SQL Skills,10,0
A-114995,95,Experience Match,10,0
A-114996,61,Experience Match,6,0
A-114997,58,SQL Skills,4,0
A-114998,85,Communication,9,0
A-114999,30,Experience Match,4,0
A-115000,61,SQL Skills,8,0
A-115001,92,Tech Stack Match,8,0
A-115002,100,Communication,9,0
A-115003,43,SQL Skills,4,0
A-115004,96,SQL Skills,10,0
A-115005,48,Communication,2,0
A-115006,99,Tech Stack Match,9,0
A-115007,67,SQL Skills,5,0
A-115008,100,Tech Stack Match,10,0
A-115009,81,Communication,10,0
A-115010,66,SQL Skills,6,0
A-115011,30,SQL Skills,4,0
A-115012,99,Communication,10,0
A-115013,31,Experience Match,1,0
A-115014,98,Communication,10,0
A-115015,78,Experience Match,5,0
A-115016,64,SQL Skills,8,0
A-115017,52,Tech Stack Match,3,0
A-115018,81,SQL Skills,10,0
A-115020,100,Communication,10,0
A-115021,41,Communication,3,0
A-115022,44,Tech Stack Match,5,0
A-115023,53,Tech Stack Match,5,0
A-115026,45,SQL Skills,6,0
A-115028,83,Experience Match,8,0
A-115029,83,Communication,9,0
A-115032,69,Tech Stack Match,8,0
A-115033,59,SQL Skills,5,0
A-115034,74,SQL Skills,9,0
A-115035,39,SQL Skills,3,0
A-115036,95,SQL Skills,8,0
A-115037,92,Tech Stack Match,10,0
A-115038,63,Tech Stack Match,6,0
A-115039,64,Experience Match,4,0
A-115040,35,Experience Match,5,0
A-115041,100,Tech Stack Match,8,0
A-115042,100,Experience Match,10,0
A-115043,74,SQL Skills,7,0
A-115044,52,Experience Match,7,0
A-115045,67,Communication,7,0
A-115047,85,Communication,9,0
A-115049,47,SQL Skills,6,0
A-115050,97,Communication,8,0
A-115051,99,Experience Match,8,0
A-115052,56,Experience Match,5,0
A-115053,71,Communication,8,0
A-115054,83,Communication,9,0
A-115055,61,Tech Stack Match,6,0
A-115056,34,Communication,2,0
A-115057,67,Experience Match,5,0
A-115059,30,Communication,3,0
A-115060,76,Experience Match,9,0
A-115061,84,Experience Match,8,0
A-115062,88,Communication,7,0
A-115063,31,SQL Skills,2,0
A-115066,31,Experience Match,4,0
A-115067,53,Experience Match,7,0
A-115068,56,Experience Match,4,0
A-115069,89,Experience Match,8,0
A-115070,78,Communication,7,0
A-115071,54,SQL Skills,4,0
A-115072,60,Tech Stack Match,5,0
A-115073,70,Experience Match,6,0
A-115074,93,Experience Match,7,0
A-115075,81,Tech Stack Match,7,0
A-115076,33,Experience Match,4,0
A-115077,40,SQL Skills,4,0
A-115079,65,Tech Stack Match,7,0
A-115080,55,Experience Match,3,0
A-115081,35,Communication,2,0
A-115082,64,Tech Stack Match,6,0
A-115084,48,SQL Skills,2,0
A-115085,90,Communication,10,0
A-115086,83,Tech Stack Match,9,0
A-115087,36,SQL Skills,4,0
A-115088,78,SQL Skills,6,0
A-115089,60,SQL Skills,7,0
A-115090,71,Communication,8,0
A-115091,38,Tech Stack Match,5,0
A-115092,80,Tech Stack Match,10,0
A-115093,59,Tech Stack Match,4,0
A-115094,78,Tech Stack Match,9,0
A-115096,73,Tech Stack Match,5,0
A-115098,74,Communication,6,0
A-115101,65,Communication,4,0
A-115102,41,Experience Match,5,0
A-115103,100,SQL Skills,8,0
A-115104,31,Experience Match,4,0
A-115105,85,Communication,9,0
A-115106,56,Experience Match,7,0
A-115107,64,Tech Stack Match,7,0
A-115108,53,Communication,3,0
A-115109,71,Communication,8,0
A-115110,97,SQL Skills,10,0
A-115111,96,Experience Match,10,0
A-115112,60,SQL Skills,4,0
A-115115,59,SQL Skills,3,0
A-115116,68,SQL Skills,5,0
A-115117,73,Communication,9,0
A-115118,91,Tech Stack Match,9,0
A-115119,58,Experience Match,4,0
A-115120,79,Experience Match,8,0
A-115121,95,SQL Skills,8,0
A-115123,32,Communication,2,0
A-115124,75,Tech Stack Match,6,0
A-115125,56,SQL Skills,4,0
A-115126,90,Communication,9,0
A-115128,80,Tech Stack Match,9,0
A-115129,96,Experience Match,10,0
A-115131,96,SQL Skills,9,0
A-115132,97,Communication,8,0
A-115133,69,Communication,5,0
A-115134,100,SQL Skills,10,0
A-115135,86,Experience Match,8,0
A-115136,65,Communication,4,0
A-115137,67,Tech Stack Match,7,0
A-115140,42,Tech Stack Match,2,0
A-115141,99,Tech Stack Match,7,0
A-115142,67,SQL Skills,7,0
A-115144,66,Tech Stack Match,8,0
A-115145,52,Experience Match,6,0
A-115146,77,Tech Stack Match,9,0
A-115147,47,SQL Skills,2,0
A-115148,56,Experience Match,5,0
A-115149,74,Communication,6,0
A-115150,51,Tech Stack Match,4,0
A-115151,74,Experience Match,5,0
A-115152,93,Tech Stack Match,7,0
A-115153,34,SQL Skills,2,0
A-115154,100,Experience Match,9,0
A-115155,96,Tech Stack Match,9,0
A-115156,55,Tech Stack Match,7,0
A-115157,59,Communication,4,0
A-115158,53,SQL Skills,5,0
A-115159,62,Communication,6,0
A-115160,92,Communication,8,0
A-115161,85,Tech Stack Match,7,0
A-115162,38,Tech Stack Match,2,0
A-115164,84,SQL Skills,10,0
A-115165,82,SQL Skills,10,0
A-115166,45,SQL Skills,3,0
A-115167,45,Tech Stack Match,6,0
A-115168,73,Communication,7,0
A-115169,52,Communication,7,0
A-115170,88,Communication,7,0
A-115171,80,SQL Skills,7,0
A-115172,42,SQL Skills,2,0
A-115173,80,Tech Stack Match,10,0
A-115174,31,Communication,4,0
A-115175,53,Experience Match,4,0
A-115176,58,Experience Match,3,0
A-115177,81,Experience Match,10,0
A-115178,61,Tech Stack Match,8,0
A-115179,59,Tech Stack Match,3,0
A-115180,87,Communication,8,0
A-115181,47,Tech Stack Match,6,0
A-115182,99,Experience Match,9,0
A-115183,51,Communication,6,0
A-115184,85,Communication,6,0
A-115185,93,Experience Match,7,0
A-115186,59,Communication,4,0
A-115187,75,Experience Match,7,0
A-115189,66,Experience Match,4,0
A-115190,70,Experience Match,9,0
A-115191,50,Experience Match,3,0
A-115192,76,Tech Stack Match,7,0
A-115193,47,Experience Match,3,0
A-115194,40,Communication,4,0
A-115195,96,SQL Skills,7,0
A-115196,98,Experience Match,9,0
A-115197,40,SQL Skills,3,0
A-115198,49,SQL Skills,2,0
A-115199,64,Communication,8,0
A-115200,93,SQL Skills,7,0
A-115201,58,Communication,3,0
A-115203,68,Experience Match,4,0
A-115204,61,Communication,5,0
A-115205,62,Experience Match,4,0
A-115206,83,SQL Skills,10,0
A-115207,98,Communication,10,0
A-115208,37,Communication,4,0
A-115209,32,Experience Match,3,0
A-115210,79,Tech Stack Match,5,0
A-115211,42,Communication,5,0
A-115212,54,Tech Stack Match,7,0
A-115213,100,Communication,9,0
A-115214,54,Tech Stack Match,6,0
A-115216,58,Communication,7,0
A-115217,84,Communication,6,0
A-115218,96,SQL Skills,9,0
A-115219,67,Experience Match,4,0
A-115220,78,Experience Match,8,0
A-115221,52,SQL Skills,3,0
A-115222,39,Communication,2,0
A-115223,94,Experience Match,9,0
A-115224,60,Tech Stack Match,4,0
A-115225,72,SQL Skills,9,0
A-115226,35,Communication,2,0
A-115227,82,Communication,7,0
A-115228,100,SQL Skills,10,0
A-115229,95,SQL Skills,8,0
A-115230,92,Tech Stack Match,10,0
A-115231,60,Communication,8,0
A-115232,80,SQL Skills,7,0
A-115234,52,SQL Skills,7,0
A-115235,78,Tech Stack Match,5,0
A-115237,90,Experience Match,8,0
A-115238,48,Communication,6,0
A-115239,92,Experience Match,7,0
A-115240,95,Communication,10,0
A-115241,65,Experience Match,8,0
A-115242,47,Tech Stack Match,5,0
A-115244,51,SQL Skills,4,0
A-115245,92,SQL Skills,7,0
A-115246,51,Tech Stack Match,4,0
A-115247,86,Experience Match,8,0
A-115248,63,SQL Skills,6,0
A-115249,73,Communication,9,0
A-115250,67,SQL Skills,4,0
A-115251,43,Experience Match,6,0
A-115252,89,SQL Skills,9,0
A-115253,94,SQL Skills,9,0
A-115254,86,SQL Skills,9,0
A-115255,95,Experience Match,7,0
A-115256,83,Tech Stack Match,8,0
A-115258,92,Communication,7,0
A-115259,93,Experience Match,7,0
A-115260,78,Tech Stack Match,5,0
A-115261,34,Experience Match,4,0
A-115262,98,SQL Skills,8,0
A-115263,81,Experience Match,8,0
A-115264,53,Experience Match,4,0
A-115265,99,Communication,7,0
A-115266,77,Communication,6,0
A-115267,72,Experience Match,8,0
A-115268,71,SQL Skills,5,0
A-115269,100,SQL Skills,10,0
A-115271,99,SQL Skills,9,0
A-115272,91,Communication,7,0
A-115273,59,Experience Match,4,0
A-115274,74,Communication,8,0
A-115275,74,Tech Stack Match,5,0
A-115276,93,Communication,9,0
A-115277,72,Experience Match,8,0
A-115278,88,Tech Stack Match,8,0
A-115279,95,SQL Skills,10,0
A-115280,60,Communication,4,0
A-115282,62,Experience Match,7,0
A-115283,72,Tech Stack Match,6,0
A-115284,39,Tech Stack Match,1,0
A-115285,31,Communication,2,0
A-115286,60,SQL Skills,6,0
A-115287,96,Communication,8,0
A-115288,56,Experience Match,6,0
A-115289,97,Experience Match,9,0
A-115290,47,Experience Match,4,0
A-115291,62,Communication,6,0
A-115292,94,Experience Match,10,0
A-115293,67,Tech Stack Match,5,0
A-115294,42,SQL Skills,6,0
A-115295,72,Tech Stack Match,5,0
A-115296,78,Experience Match,7,0
A-115297,45,SQL Skills,2,0
A-115300,90,Experience Match,9,0
A-115301,57,SQL Skills,4,0
A-115302,95,Communication,10,0
A-115303,59,Experience Match,6,0
A-115304,51,Tech Stack Match,3,0
A-115305,71,Experience Match,5,0
A-115307,50,Experience Match,6,0
A-115308,47,Experience Match,4,0
A-115309,88,Tech Stack Match,6,0
A-115310,75,Experience Match,6,0
A-115312,86,SQL Skills,8,0
A-115313,38,Experience Match,4,0
A-115314,65,Experience Match,5,0
A-115315,100,Communication,10,0
A-115316,51,Tech Stack Match,3,0
A-115317,94,Communication,9,0
A-115318,67,Communication,8,0
A-115319,79,Experience Match,5,0
A-115320,90,Communication,10,0
A-115321,75,SQL Skills,7,0
A-115322,70,SQL Skills,6,0
A-115323,46,Tech Stack Match,6,0
A-115324,30,Experience Match,4,0
A-115325,89,Tech Stack Match,9,0
A-115326,30,Tech Stack Match,1,0
A-115327,81,SQL Skills,10,0
A-115328,94,Tech Stack Match,9,0
A-115329,74,SQL Skills,9,0
A-115330,67,SQL Skills,6,0
A-115331,86,SQL Skills,8,0
A-115332,70,Tech Stack Match,6,0
A-115334,74,Experience Match,5,0
A-115335,72,Tech Stack Match,9,0
A-115336,81,SQL Skills,6,0
A-115337,63,Tech Stack Match,4,0
A-115338,61,Experience Match,7,0
A-115339,66,Tech Stack Match,8,0
A-115340,95,SQL Skills,9,0
A-115341,65,Communication,4,0
A-115342,71,Tech Stack Match,5,0
A-115343,89,Tech Stack Match,7,0
A-115344,97,SQL Skills,9,0
A-115345,61,SQL Skills,8,0
A-115346,93,Experience Match,10,0
A-115348,88,Communication,9,0
A-115349,42,Experience Match,2,0
A-115351,81,Communication,8,0
A-115352,63,Communication,4,0
A-115353,81,Communication,9,0
A-115354,53,Tech Stack Match,6,0
A-115356,77,Communication,9,0
A-115357,97,Tech Stack Match,8,0
A-115358,63,Communication,4,0
A-115359,72,Experience Match,9,0
A-115360,42,Tech Stack Match,2,0
A-115361,86,SQL Skills,9,0
A-115362,70,Communication,9,0
A-115363,43,SQL Skills,4,0
A-115365,52,SQL Skills,5,0
A-115366,72,Experience Match,8,0
A-115368,83,Communication,9,0
A-115369,62,SQL Skills,6,0
A-115371,89,SQL Skills,8,0
A-115372,47,Communication,3,0
A-115374,64,SQL Skills,4,0
A-115375,98,Communication,7,0
A-115376,83,Experience Match,6,0
A-115379,93,Communication,10,0
A-115380,34,Experience Match,4,0
A-115382,53,SQL Skills,5,0
A-115383,72,Experience Match,7,0
A-115384,45,Experience Match,6,0
A-115385,68,Experience Match,7,0
A-115386,98,Tech Stack Match,7,0
A-115388,44,Communication,6,0
A-115391,66,SQL Skills,6,0
A-115394,35,Experience Match,1,0
A-115395,44,Tech Stack Match,5,0
A-115396,71,Communication,6,0
A-115397,35,Tech Stack Match,3,0
A-115398,56,Experience Match,5,0
A-115400,99,Tech Stack Match,10,0
A-115402,30,Tech Stack Match,1,0
A-115403,66,SQL Skills,6,0
A-115404,100,SQL Skills,10,0
A-115405,81,SQL Skills,6,0
A-115406,99,Experience Match,10,0
A-115407,41,Experience Match,3,0
A-115408,42,Communication,4,0
A-115409,56,Tech Stack Match,6,0
A-115411,77,Communication,7,0
A-115412,48,Experience Match,3,0
A-115413,99,SQL Skills,8,0
A-115414,82,Experience Match,9,0
A-115415,94,SQL Skills,10,0
A-115416,78,Tech Stack Match,9,0
A-115417,46,Experience Match,5,0
A-115418,54,Experience Match,4,0
A-115419,58,Tech Stack Match,4,0
A-115420,74,Communication,7,0
A-115422,94,Experience Match,10,0
A-115425,58,Experience Match,6,0
A-115426,63,SQL Skills,7,0
A-115427,82,SQL Skills,6,0
A-115428,51,SQL Skills,3,0
A-115429,58,Tech Stack Match,3,0
A-115430,90,Tech Stack Match,7,0
A-115431,72,Communication,6,0
A-115432,78,Tech Stack Match,6,0
A-115433,91,Tech Stack Match,7,0
A-115434,57,SQL Skills,4,0
A-115435,40,Tech Stack Match,3,0
A-115436,47,Communication,2,0
A-115437,87,Experience Match,10,0
A-115438,69,Tech Stack Match,4,0
A-115439,72,Tech Stack Match,8,0
A-115440,38,SQL Skills,3,0
A-115442,35,SQL Skills,4,0
A-115443,90,Experience Match,8,0
A-115444,66,Experience Match,6,0
A-115445,80,Tech Stack Match,7,0
A-115446,65,Experience Match,6,0
A-115447,33,Tech Stack Match,4,0
A-115450,59,Tech Stack Match,3,0
A-115451,77,SQL Skills,5,0
A-115452,67,Communication,8,0
A-115453,81,SQL Skills,7,0
A-115454,83,Experience Match,9,0
A-115455,57,Experience Match,3,0
A-115456,84,Tech Stack Match,10,0
A-115458,83,SQL Skills,7,0
A-115459,56,SQL Skills,3,0
A-115460,73,Communication,6,0
A-115461,50,Communication,4,0
A-115462,38,Experience Match,3,0
A-115463,67,Tech Stack Match,6,0
A-115464,81,Communication,7,0
A-115465,33,SQL Skills,4,0
A-115466,60,Tech Stack Match,8,0
A-115467,92,Experience Match,9,0
A-115468,98,Experience Match,10,0
A-115469,69,Experience Match,5,0
A-115470,55,SQL Skills,5,0
A-115471,77,Experience Match,5,0
A-115472,54,Communication,7,0
A-115473,78,Communication,9,0
A-115474,38,Communication,4,0
A-115475,100,Communication,8,0
A-115476,52,SQL Skills,7,0
A-115479,97,SQL Skills,9,0
A-115480,72,Experience Match,6,0
A-115481,78,Communication,8,0
A-115482,81,SQL Skills,8,0
A-115483,66,SQL Skills,8,0
A-115484,71,SQL Skills,7,0
A-115485,84,SQL Skills,10,0
A-115487,96,Experience Match,10,0
A-115488,99,Tech Stack Match,10,0
A-115489,66,Experience Match,4,0
A-115491,71,Experience Match,6,0
A-115493,89,Tech Stack Match,10,0
A-115494,86,Experience Match,8,0
A-115495,49,Experience Match,3,0
A-115496,58,Communication,3,0
A-115497,81,Experience Match,8,0
A-115498,91,Tech Stack Match,7,0
A-115500,80,Communication,10,0
A-115501,97,SQL Skills,10,0
A-115503,43,Tech Stack Match,3,0
A-115504,57,Experience Match,3,0
A-115505,49,Tech Stack Match,6,0
A-115506,75,Experience Match,7,0
A-115507,40,SQL Skills,5,0
A-115508,79,Communication,6,0
A-115509,100,SQL Skills,9,0
A-115510,50,SQL Skills,3,0
A-115511,88,Communication,8,0
A-115513,58,Communication,5,0
A-115514,54,Tech Stack Match,6,0
A-115515,56,SQL Skills,5,0
A-115517,59,SQL Skills,4,0
A-115518,77,SQL Skills,8,0
A-115519,36,Tech Stack Match,2,0
A-115520,36,Experience Match,2,0
A-115521,59,Communication,4,0
A-115522,76,Communication,6,0
A-115523,92,Communication,8,0
A-115524,100,Experience Match,8,0
A-115525,82,Communication,10,0
A-115526,65,Experience Match,4,0
A-115527,97,Communication,7,0
A-115528,96,Tech Stack Match,9,0
A-115529,73,Experience Match,5,0
A-115530,81,Experience Match,10,0
A-115531,53,Tech Stack Match,4,0
A-115532,96,Tech Stack Match,7,0
A-115533,45,Tech Stack Match,3,0
A-115534,90,Communication,8,0
A-115535,83,Communication,6,0
A-115536,54,Experience Match,3,0
A-115537,51,SQL Skills,5,0
A-115538,74,SQL Skills,5,0
A-115539,67,SQL Skills,7,0
A-115540,95,SQL Skills,9,0
A-115541,95,Tech Stack Match,10,0
A-115542,88,Experience Match,7,0
A-115544,37,SQL Skills,3,0
A-115545,58,Experience Match,3,0
A-115546,46,SQL Skills,2,0
A-115547,46,Experience Match,4,0
A-115548,72,Tech Stack Match,8,0
A-115549,58,Tech Stack Match,5,0
A-115550,81,Experience Match,6,0
A-115551,84,Tech Stack Match,6,0
A-115552,95,Communication,9,0
A-115553,65,Tech Stack Match,8,0
A-115554,66,Experience Match,7,0
A-115555,53,Communication,4,0
A-115557,67,Experience Match,5,0
A-115558,94,Experience Match,9,0
A-115559,78,Tech Stack Match,5,0
A-115560,63,Communication,8,0
A-115561,83,Communication,10,0
A-115564,62,Tech Stack Match,4,0
A-115565,68,Experience Match,8,0
A-115566,78,Communication,8,0
A-115567,92,Communication,9,0
A-115568,32,SQL Skills,2,0
A-115571,94,Tech Stack Match,10,0
A-115572,89,Communication,7,0
A-115573,58,Experience Match,6,0
A-115574,100,Experience Match,10,0
A-115575,71,Tech Stack Match,8,0
A-115578,74,Experience Match,8,0
A-115579,31,Tech Stack Match,5,0
A-115581,79,Experience Match,8,0
A-115582,32,Experience Match,5,0
A-115583,36,SQL Skills,3,0
A-115584,44,Tech Stack Match,6,0
A-115585,30,Communication,5,0
A-115586,62,Tech Stack Match,8,0
A-115587,48,Communication,4,0
A-115589,55,Experience Match,7,0
A-115590,58,Experience Match,6,0
A-115591,45,Tech Stack Match,6,0
A-115592,83,Experience Match,10,0
A-115594,90,Tech Stack Match,10,0
A-115595,31,Experience Match,2,0
A-115596,42,SQL Skills,5,0
A-115597,68,Tech Stack Match,8,0
A-115598,50,Experience Match,6,0
A-115599,91,SQL Skills,10,0
A-115600,83,SQL Skills,10,0
A-115602,61,Tech Stack Match,6,0
A-115603,94,Experience Match,9,0
A-115604,68,Communication,5,0
A-115605,63,Communication,5,0
A-115606,66,Experience Match,6,0
A-115607,59,Experience Match,4,0
A-115608,33,Experience Match,3,0
A-115611,84,Tech Stack Match,9,0
A-115612,58,SQL Skills,4,0
A-115613,77,Tech Stack Match,7,0
A-115614,80,Tech Stack Match,10,0
A-115615,53,Tech Stack Match,5,0
A-115616,99,Tech Stack Match,10,0
A-115617,81,Experience Match,7,0
A-115619,71,Communication,7,0
A-115620,100,Communication,10,0
A-115621,73,Experience Match,6,0
A-115623,55,Experience Match,5,0
A-115625,69,SQL Skills,5,0
A-115626,81,Experience Match,6,0
A-115627,49,SQL Skills,6,0
A-115629,80,Experience Match,9,0
A-115630,62,Experience Match,5,0
A-115631,99,Experience Match,10,0
A-115632,83,Communication,9,0
A-115633,82,Communication,10,0
A-115635,54,Experience Match,5,0
A-115636,39,Experience Match,5,0
A-115637,30,Communication,5,0
A-115638,54,Communication,3,0
A-115639,67,Communication,7,0
A-115641,91,Communication,8,0
A-115643,76,Communication,5,0
A-115644,80,Tech Stack Match,9,0
A-115646,91,SQL Skills,8,0
A-115647,48,Tech Stack Match,3,0
A-115648,54,Experience Match,4,0
A-115649,85,Tech Stack Match,9,0
A-115651,31,Experience Match,5,0
A-115652,90,Communication,9,0
A-115653,50,Communication,5,0
A-115654,70,Experience Match,9,0
A-115655,93,Tech Stack Match,7,0
A-115656,63,Communication,5,0
A-115657,76,Tech Stack Match,5,0
A-115659,77,Communication,9,0
A-115660,63,Experience Match,4,0
A-115661,48,Experience Match,6,0
A-115662,68,Communication,4,0
A-115664,33,Experience Match,3,0
A-115665,64,Communication,4,0
A-115666,32,Communication,3,0
A-115667,52,Experience Match,5,0
A-115669,31,Communication,4,0
A-115670,89,Tech Stack Match,7,0
A-115671,60,Experience Match,7,0
A-115672,31,Communication,4,0
A-115673,73,SQL Skills,6,0
A-115675,58,Communication,5,0
A-115676,45,Tech Stack Match,4,0
A-115677,100,Experience Match,9,0
A-115678,74,Tech Stack Match,5,0
A-115679,92,Communication,8,0
A-115680,87,Experience Match,8,0
A-115681,47,SQL Skills,5,0
A-115683,83,Experience Match,9,0
A-115684,94,Experience Match,8,0
A-115685,63,Tech Stack Match,8,0
A-115686,54,Experience Match,5,0
A-115687,95,Communication,8,0
A-115688,78,Experience Match,9,0
A-115690,90,Experience Match,10,0
A-115691,99,Experience Match,7,0
A-115692,98,Communication,10,0
A-115693,41,SQL Skills,3,0
A-115694,39,Communication,5,0
A-115695,67,SQL Skills,6,0
A-115696,49,Tech Stack Match,3,0
A-115699,33,Tech Stack Match,3,0
A-115700,74,Tech Stack Match,7,0
A-115701,89,Experience Match,7,0
A-115703,77,Experience Match,6,0
A-115704,76,Experience Match,7,0
A-115705,50,SQL Skills,3,0
A-115706,32,Communication,1,0
A-115708,52,SQL Skills,7,0
A-115709,44,Tech Stack Match,2,0
A-115710,70,Experience Match,8,0
A-115711,35,Communication,2,0
A-115712,50,Experience Match,7,0
A-115713,90,Communication,10,0
A-115714,76,Tech Stack Match,8,0
A-115715,54,Experience Match,7,0
A-115717,92,Experience Match,8,0
A-115720,85,SQL Skills,8,0
A-115722,57,Tech Stack Match,7,0
A-115723,73,Tech Stack Match,5,0
A-115724,100,SQL Skills,10,0
A-115725,31,Experience Match,1,0
A-115726,97,SQL Skills,10,0
A-115727,37,Communication,1,0
A-115728,91,SQL Skills,7,0
A-115729,30,Tech Stack Match,4,0
A-115730,32,Communication,5,0
A-115731,44,Communication,5,0
A-115732,41,Communication,4,0
A-115734,52,Tech Stack Match,6,0
A-115735,64,Experience Match,6,0
A-115738,61,Communication,5,0
A-115739,90,Tech Stack Match,8,0
A-115740,61,Tech Stack Match,8,0
